instance Boomer-SAT-W2 XGBoost-MaxSAT
instance1141 0.001 0.048
instance1142 0.001 0.054
instance1143 0.001 0.061
instance1144 0.001 0.011
instance1145 0.001 0.028
instance1146 0.001 0.054
instance1147 0.001 0.065
instance1148 0.001 0.052
instance1149 0.001 0.036
instance1150 0.001 0.065
instance1151 0.001 0.062
instance1152 0.001 0.029
instance1153 0.001 0.037
instance1154 0.001 0.047
instance1155 0.001 0.066
instance1156 0.001 0.041
instance1157 0.001 0.061
instance1158 0.001 0.071
instance1159 0.001 0.057
instance1160 0.001 0.064
instance1161 0.001 0.059
instance1162 0.001 0.007
instance1163 0.001 0.008
instance1164 0.001 0.036
instance1165 0.001 0.087
instance1166 0.001 0.029
instance1167 0.001 0.054
instance1168 0.001 0.008
instance1169 0.001 0.05
instance1170 0.001 0.011
instance1171 0.001 0.057
instance1172 0.001 0.049
instance1173 0.001 0.007
instance1174 0.001 0.066
instance1175 0.001 0.008
instance1176 0.001 0.059
instance1177 0.001 0.089
instance1178 0.001 0.034
instance1179 0.001 0.011
instance1180 0.001 0.052
instance1181 0.001 0.063
instance1182 0.001 0.032
instance1183 0.001 0.056
instance1184 0.001 0.065
instance1185 0.001 0.058
instance1186 0.001 0.06
instance1187 0.001 0.061
instance1188 0.001 0.051
instance1189 0.001 0.051
instance1190 0.001 0.062
instance1191 0.001 0.094
instance1192 0.001 0.016
instance1193 0.001 0.058
instance1194 0.001 0.058
instance1195 0.001 0.035
instance1196 0.001 0.027
instance1197 0.001 0.01
instance1198 0.001 0.008
instance1199 0.001 0.071
instance1200 0.001 0.058
instance1201 0.001 0.061
instance1202 0.001 0.08
instance1203 0.001 0.041
instance1204 0.001 0.097
instance1205 0.001 0.044
instance1206 0.001 0.009
instance1207 0.001 0.004
instance1208 0.001 0.008
instance1209 0.001 0.067
instance1210 0.001 0.07
instance1211 0.001 0.041
instance1212 0.001 0.035
instance1213 0.001 0.052
instance1214 0.001 0.01
instance1215 0.001 0.057
instance1216 0.001 0.066
instance1217 0.021 0.819
instance1218 0.024 1.072
instance1219 0.036 1.146
instance1220 0.032 1.246
instance1221 0.027 0.676
instance1222 0.028 0.774
instance1223 0.022 0.704
instance1224 0.022 1.016
instance1225 0.019 1.005
instance1226 0.031 0.879
instance1227 0.021 0.889
instance1228 0.027 0.791
instance1229 0.016 1.033
instance1230 0.017 1.05
instance1231 0.028 0.912
instance1232 0.012 1.061
instance1233 0.02 1.065
instance1234 0.017 0.716
instance1235 0.016 1.254
instance1236 0.025 0.963
instance1237 0.018 0.678
instance1238 0.024 1.093
instance1239 0.021 0.848
instance1240 0.024 1.291
instance1241 0.017 1.153
instance1242 0.027 0.69
instance1243 0.022 1.021
instance1244 0.019 1.045
instance1245 0.016 0.724
instance1246 0.018 0.769
instance1247 0.02 1.144
instance1248 0.029 0.752
instance1249 0.02 1.188
instance1250 0.017 1.03
instance1251 0.028 1.1
instance1252 0.012 1.027
instance1253 0.018 1.38
instance1254 0.039 1.073
instance1255 0.022 0.756
instance1256 0.026 1.057
instance1257 0.027 1.078
instance1258 0.023 1.25
instance1259 0.043 1.151
instance1260 0.019 1.08
instance1261 0.03 0.854
instance1262 0.029 1.102
instance1263 0.013 1.169
instance1264 0.025 0.676
instance1265 0.023 0.717
instance1266 0.019 1.056
instance1267 0.019 0.722
instance1268 0.029 0.901
instance1269 0.016 1.118
instance1270 0.018 0.715
instance1271 0.018 0.681
instance1272 0.022 0.851
instance1273 0.017 0.728
instance1274 0.034 1.287
instance1275 0.028 0.741
instance1276 0.028 0.772
instance1277 0.033 1.052
instance1278 0.023 0.697
instance1279 0.036 1.136
instance1280 0.021 1.337
instance1281 0.029 1.066
instance1282 0.025 0.716
instance1283 0.021 0.726
instance1284 0.022 0.696
instance1285 0.022 1.241
instance1286 0.022 0.896
instance1287 0.03 1.071
instance1288 0.03 0.743
instance1289 0.021 1.14
instance1290 0.023 0.765
instance1291 0.028 1.032
instance1292 0.023 1.02
instance1293 0.04 1.041
instance1294 0.03 1.618
instance1295 0.016 1.113
instance1296 0.021 1.214
instance1297 0.019 0.708
instance1298 0.028 0.903
instance1299 0.019 1.094
instance1300 0.03 1.037
instance1301 0.032 1.252
instance1302 0.022 0.701
instance1303 0.024 0.822
instance1304 0.017 0.74
instance1305 0.018 1.008
instance1306 0.017 1.354
instance1307 0.025 1.035
instance1308 0.021 1.172
instance1309 0.016 1.061
instance1310 0.031 1.225
instance1311 0.011 1.027
instance1312 0.028 1.158
instance1313 0.025 0.833
instance1314 0.02 0.902
instance1315 0.033 1.242
instance1316 0.019 0.722
instance1317 0.017 0.709
instance1318 0.027 1.429
instance1319 0.026 0.698
instance1320 0.021 1.049
instance1321 0.034 0.73
instance1322 0.017 0.925
instance1323 0.03 1.048
instance1324 0.028 0.765
instance1325 0.04 1.078
instance1326 0.023 0.875
instance1327 0.032 1.138
instance1328 0.019 1.138
instance1329 0.021 1.17
instance1330 0.037 1.279
instance1331 0.019 0.687
instance1332 0.033 1.075
instance1333 0.021 1.131
instance1334 0.023 1.008
instance1335 0.028 1.24
instance1336 0.014 0.849
instance1337 0.027 0.78
instance1338 0.021 1.127
instance1339 0.027 1.506
instance1340 0.028 0.722
instance1341 0.018 1.093
instance1342 0.016 1.144
instance1343 0.021 0.756
instance1344 0.02 0.705
instance1345 0.034 1.065
instance1346 0.034 1.19
instance1347 0.019 0.768
instance1348 0.027 1.135
instance1349 0.028 1.152
instance1350 0.019 0.776
instance1351 0.025 0.731
instance1352 0.026 0.77
instance1353 0.021 1.28
instance1354 0.035 0.945
instance1355 0.025 0.851
instance1356 0.02 1.145
instance1357 0.033 1.037
instance1358 0.023 1.198
instance1359 0.014 0.841
instance1360 0.026 1.654
instance1361 0.02 0.872
instance1362 0.023 1.721
instance1363 0.026 1.015
instance1364 0.031 1.269
instance1365 0.019 0.746
instance1366 0.021 0.974
instance1367 0.039 1.123
instance1368 0.032 0.997
instance1369 0.034 1.123
instance1370 0.016 1.58
instance1371 0.019 1.235
instance1372 0.027 1.236
instance1373 0.022 1.52
instance1374 0.027 0.966
instance1375 0.017 1.111
instance1376 0.021 0.735
instance1377 0.035 0.894
instance1378 0.026 1.395
instance1379 0.025 1.186
instance1380 0.024 1.227
instance1381 0.021 1.233
instance1382 0.018 1.107
instance1383 0.033 1.172
instance1384 0.021 1.101
instance1385 0.016 1.115
instance1386 0.033 0.891
instance1387 0.021 1.102
instance1388 0.025 0.853
instance1389 0.028 0.941
instance1390 0.037 1.323
instance1391 0.037 1.099
instance1392 0.029 0.798
instance1393 0.026 1.198
instance1394 0.028 1.193
instance1395 0.014 1.216
instance1396 0.02 1.371
instance1397 0.03 1.253
instance1398 0.024 1.346
instance1399 0.024 0.894
instance1400 0.015 1.337
instance1401 0.028 1.549
instance1402 0.035 1.476
instance1403 0.011 1.305
instance1404 0.029 1.444
instance1405 0.022 1.326
instance1406 0.029 0.912
instance1407 0.025 1.006
instance1408 0.025 0.794
instance1409 0.025 1.054
instance1410 0.021 1.221
instance1411 0.013 0.955
instance1412 0.018 1.278
instance1413 0.018 1.258
instance1414 0.028 0.982
instance1415 0.03 1.291
instance1416 0.031 1.058
instance1417 0.001 0.001
instance1418 0.001 0.001
instance1419 0.001 0.001
instance1420 0.001 0.001
instance1421 0.001 0.001
instance1422 0.001 0.001
instance1423 0.001 0.001
instance1424 0.001 0.001
instance1425 0.001 0.001
instance1426 0.001 0.001
instance1427 0.001 0.001
instance1428 0.001 0.001
instance1429 0.001 0.001
instance1430 0.001 0.001
instance1431 0.001 0.001
instance1432 0.001 0.001
instance1433 0.001 0.001
instance1434 0.001 0.001
instance1435 0.001 0.001
instance1436 0.001 0.001
instance1437 0.001 0.001
instance1438 0.001 0.001
instance1439 0.001 0.001
instance1440 0.001 0.001
instance1441 0.001 0.001
instance1442 0.001 0.001
instance1443 0.001 0.001
instance1444 0.001 0.001
instance1445 0.001 0.001
instance1446 0.001 0.001
instance1447 0.001 0.001
instance1448 0.001 0.001
instance1449 0.001 0.001
instance1450 0.001 0.001
instance1451 0.001 0.001
instance1452 0.001 0.001
instance1453 0.001 0.001
instance1454 0.001 0.001
instance1455 0.001 0.001
instance1456 0.001 0.001
instance1457 0.001 0.001
instance1458 0.001 0.001
instance1459 0.001 0.001
instance1460 0.001 0.001
instance1461 0.001 0.001
instance1462 0.001 0.001
instance1463 0.001 0.001
instance1464 0.001 0.001
instance1465 0.001 0.001
instance1466 0.001 0.001
instance1467 0.001 0.001
instance1468 0.001 0.001
instance1469 0.001 0.001
instance1470 0.001 0.001
instance1471 0.001 0.001
instance1472 0.001 0.001
instance1473 0.001 0.001
instance1474 0.001 0.001
instance1475 0.001 0.001
instance1476 0.001 0.001
instance1477 0.001 0.001
instance1478 0.001 0.001
instance1479 0.001 0.001
instance1480 0.001 0.001
instance1481 0.001 0.001
instance1482 0.001 0.001
instance1483 0.001 0.001
instance1484 0.001 0.001
instance1485 0.001 0.001
instance1486 0.001 0.001
instance1487 0.001 0.001
instance1488 0.001 0.001
instance1489 0.001 0.001
instance1490 0.001 0.001
instance1491 0.001 0.001
instance1492 0.001 0.001
instance1493 0.001 0.001
instance1494 0.001 0.001
instance1495 0.001 0.001
instance1496 0.001 0.001
instance1497 0.001 0.001
instance1498 0.001 0.001
instance1499 0.001 0.001
instance1500 0.001 0.001
instance1501 0.001 0.001
instance1502 0.001 0.001
instance1503 0.001 0.001
instance1504 0.001 0.001
instance1505 0.001 0.001
instance1506 0.001 0.001
instance1507 0.001 0.001
instance1508 0.001 0.001
instance1509 0.001 0.001
instance1510 0.001 0.001
instance1511 0.001 0.001
instance1512 0.001 0.001
instance1513 0.001 0.001
instance1514 0.001 0.001
instance1515 0.001 0.001
instance1516 0.001 0.001
instance1517 0.001 0.001
instance1518 0.001 0.001
instance1519 0.001 0.001
instance1520 0.001 0.001
instance1521 0.001 0.001
instance1522 0.001 0.001
instance1523 0.006 0.004
instance1524 0.011 0.042
instance1525 0.011 0.015
instance1526 0.005 0.006
instance1527 0.016 0.08
instance1528 0.017 0.093
instance1529 0.004 0.007
instance1530 0.015 0.1
instance1531 0.013 0.116
instance1532 0.01 0.02
instance1533 0.011 0.109
instance1534 0.013 0.083
instance1535 0.009 0.101
instance1536 0.017 0.077
instance1537 0.016 0.09
instance1538 0.004 0.005
instance1539 0.009 0.058
instance1540 0.008 0.109
instance1541 0.008 0.111
instance1542 0.018 0.066
instance1543 0.014 0.075
instance1544 0.008 0.029
instance1545 0.008 0.087
instance1546 0.005 0.023
instance1547 0.01 0.11
instance1548 0.013 0.11
instance1549 0.004 0.009
instance1550 0.009 0.023
instance1551 0.003 0.011
instance1552 0.014 0.107
instance1553 0.014 0.112
instance1554 0.003 0.007
instance1555 0.003 0.011
instance1556 0.015 0.146
instance1557 0.012 0.024
instance1558 0.009 0.004
instance1559 0.006 0.007
instance1560 0.019 0.109
instance1561 0.005 0.004
instance1562 0.004 0.005
instance1563 0.015 0.084
instance1564 0.011 0.056
instance1565 0.01 0.005
instance1566 0.016 0.08
instance1567 0.014 0.131
instance1568 0.007 0.016
instance1569 0.007 0.018
instance1570 0.012 0.11
instance1571 0.005 0.003
instance1572 0.003 0.004
instance1573 0.005 0.003
instance1574 0.014 0.099
instance1575 0.008 0.061
instance1576 0.008 0.017
instance1577 0.011 0.08
instance1578 0.01 0.102
instance1579 0.004 0.006
instance1580 0.008 0.003
instance1581 0.006 0.003
instance1582 0.015 0.069
instance1583 0.005 0.008
instance1584 0.016 0.102
instance1585 0.012 0.074
instance1586 0.003 0.005
instance1587 0.007 0.019
instance1588 0.011 0.096
instance1589 0.008 0.093
instance1590 0.006 0.019
instance1591 0.012 0.125
instance1592 0.01 0.093
instance1593 0.012 0.055
instance1594 0.003 0.004
instance1595 0.013 0.122
instance1596 0.016 0.047
instance1597 0.004 0.007
instance1598 0.007 0.118
instance1599 0.008 0.021
instance1600 0.005 0.006
instance1601 0.011 0.092
instance1602 0.017 0.054
instance1603 0.006 0.014
instance1604 0.011 0.099
instance1605 0.011 0.056
instance1606 0.009 0.09
instance1607 0.003 0.004
instance1608 0.011 0.077
instance1609 0.003 0.093
instance1610 0.014 0.095
instance1611 0.018 0.122
instance1612 0.01 0.085
instance1613 0.01 0.083
instance1614 0.015 0.122
instance1615 0.003 0.004
instance1616 0.005 0.003
instance1617 0.014 0.06
instance1618 0.009 0.005
instance1619 0.005 0.004
instance1620 0.01 0.078
instance1621 0.01 0.103
instance1622 0.015 0.021
instance1623 0.011 0.126
instance1624 0.003 0.007
instance1625 0.004 0.004
instance1626 0.014 0.098
instance1627 0.011 0.084
instance1628 0.011 0.017
instance1629 0.009 0.091
instance1630 0.004 0.003
instance1631 0.007 0.003
instance1632 0.011 0.02
instance1633 0.009 0.083
instance1634 0.012 0.091
instance1635 0.005 0.006
instance1636 0.011 0.017
instance1637 0.003 0.004
instance1638 0.01 0.075
instance1639 0.004 0.004
instance1640 0.01 0.1
instance1641 0.009 0.052
instance1642 0.004 0.005
instance1643 0.013 0.014
instance1644 0.018 0.064
instance1645 0.021 0.135
instance1646 0.01 0.086
instance1647 0.008 0.136
instance1648 0.005 0.003
instance1649 0.01 0.09
instance1650 0.007 0.019
instance1651 0.004 0.005
instance1652 0.008 0.116
instance1653 0.007 0.1
instance1654 0.017 0.093
instance1655 0.012 0.044
instance1656 0.008 0.02
instance1657 0.007 0.092
instance1658 0.02 0.103
instance1659 0.004 0.003
instance1660 0.01 0.048
instance1661 0.004 0.003
instance1662 0.008 0.049
instance1663 0.008 0.015
instance1664 0.004 0.005
instance1665 0.009 0.018
instance1666 0.008 0.092
instance1667 0.003 0.004
instance1668 0.009 0.091
instance1669 0.008 0.049
instance1670 0.014 0.052
instance1671 0.006 0.004
instance1672 0.018 0.087
instance1673 0.014 0.107
instance1674 0.003 0.004
instance1675 0.01 0.091
instance1676 0.005 0.007
instance1677 0.01 0.05
instance1678 0.014 0.108
instance1679 0.005 0.003
instance1680 0.018 0.131
instance1681 0.011 0.085
instance1682 0.005 0.008
instance1683 0.007 0.016
instance1684 0.01 0.082
instance1685 0.004 0.003
instance1686 0.003 0.006
instance1687 0.008 0.099
instance1688 0.004 0.003
instance1689 0.008 0.115
instance1690 0.007 0.101
instance1691 0.008 0.049
instance1692 0.014 0.124
instance1693 0.012 0.113
instance1694 0.009 0.134
instance1695 0.006 0.017
instance1696 0.008 0.056
instance1697 0.008 0.082
instance1698 0.008 0.127
instance1699 0.01 0.022
instance1700 0.009 0.049
instance1701 0.013 0.102
instance1702 0.016 0.118
instance1703 0.011 0.132
instance1704 0.009 0.05
instance1705 0.007 0.003
instance1706 0.004 0.003
instance1707 0.003 0.006
instance1708 0.005 0.007
instance1709 0.006 0.004
instance1710 0.011 0.084
instance1711 0.006 0.016
instance1712 0.01 0.131
instance1713 0.007 0.017
instance1714 0.005 0.021
instance1715 0.009 0.095
instance1716 0.005 0.003
instance1717 0.009 0.054
instance1718 0.01 0.049
instance1719 0.009 0.102
instance1720 0.008 0.088
instance1721 0.004 0.004
instance1722 0.009 0.051
instance1723 0.001 0.024
instance1724 0.001 0.024
instance1725 0.001 0.042
instance1726 0.001 0.018
instance1727 0.001 0.018
instance1728 0.001 0.024
instance1729 0.001 0.027
instance1730 0.001 0.019
instance1731 0.001 0.025
instance1732 0.001 0.023
instance1733 0.001 0.021
instance1734 0.001 0.023
instance1735 0.001 0.028
instance1736 0.001 0.016
instance1737 0.001 0.021
instance1738 0.001 0.023
instance1739 0.001 0.017
instance1740 0.001 0.022
instance1741 0.001 0.021
instance1742 0.001 0.019
instance1743 0.001 0.02
instance1744 0.001 0.021
instance1745 0.001 0.018
instance1746 0.001 0.022
instance1747 0.001 0.024
instance1748 0.001 0.018
instance1749 0.001 0.028
instance1750 0.001 0.015
instance1751 0.001 0.022
instance1752 0.001 0.022
instance1753 0.001 0.021
instance1754 0.001 0.036
instance1755 0.001 0.019
instance1756 0.001 0.021
instance1757 0.001 0.024
instance1758 0.001 0.026
instance1759 0.001 0.022
instance1760 0.001 0.018
instance1761 0.001 0.034
instance1762 0.001 0.016
instance1763 0.001 0.017
instance1764 0.001 0.021
instance1765 0.001 0.023
instance1766 0.001 0.026
instance1767 0.001 0.021
instance1768 0.001 0.019
instance1769 0.001 0.037
instance1770 0.001 0.03
instance1771 0.001 0.025
instance1772 0.001 0.02
instance1773 0.001 0.022
instance1774 0.001 0.024
instance1775 0.001 0.032
instance1776 0.001 0.026
instance1777 0.001 0.036
instance1778 0.001 0.029
instance1779 0.001 0.04
instance1780 0.001 0.027
instance1781 0.001 0.028
instance1782 0.001 0.025
instance1783 0.001 0.015
instance1784 0.001 0.022
instance1785 0.001 0.023
instance1786 0.001 0.048
instance1787 0.001 0.03
instance1788 0.001 0.017
instance1789 0.001 0.022
instance1790 0.001 0.024
instance1791 0.001 0.031
instance1792 0.001 0.018
instance1793 0.001 0.022
instance1794 0.001 0.044
instance1795 0.001 0.021
instance1796 0.001 0.016
instance1797 0.001 0.02
instance1798 0.001 0.023
instance1799 0.001 0.046
instance1800 0.001 0.029
instance1801 0.001 0.034
instance1802 0.001 0.03
instance1803 0.001 0.062
instance1804 0.001 0.014
instance1805 0.001 0.038
instance1806 0.001 0.027
instance1807 0.001 0.026
instance1808 0.001 0.026
instance1809 0.001 0.025
instance1810 0.001 0.03
instance1811 0.001 0.016
instance1812 0.001 0.022
instance1813 0.001 0.018
instance1814 0.001 0.065
instance1815 0.001 0.034
instance1816 0.001 0.023
instance1817 0.001 0.028
instance1818 0.001 0.029
instance1819 0.001 0.031
instance1820 0.001 0.026
instance1821 0.001 0.029
instance1822 0.001 0.025
instance1823 0.001 0.033
instance1824 0.001 0.028
instance1825 0.001 0.028
instance1826 0.001 0.029
instance1827 0.001 0.023
instance1828 0.001 0.011
instance1829 0.001 0.023
instance1830 0.001 0.027
instance1831 0.001 0.026
instance1832 0.001 0.031
instance1833 0.001 0.041
instance1834 0.001 0.029
instance1835 0.001 0.023
instance1836 0.001 0.017
instance1837 0.001 0.03
instance1838 0.001 0.036
instance1839 0.001 0.022
instance1840 0.001 0.038
instance1841 0.001 0.029
instance1842 0.001 0.023
instance1843 0.001 0.032
instance1844 0.001 0.071
instance1845 0.001 0.036
instance1846 0.001 0.032
instance1847 0.001 0.034
instance1848 0.001 0.034
instance1849 0.001 0.033
instance1850 0.001 0.025
instance1851 0.001 0.025
instance1852 0.001 0.024
instance1853 0.001 0.026
instance1854 0.001 0.019
instance1855 0.001 0.037
instance1856 0.001 0.018
instance1857 0.001 0.025
instance1858 0.001 0.028
instance1859 0.001 0.019
instance1860 0.001 0.031
instance1861 0.001 0.019
instance1862 0.001 0.031
instance1863 0.001 0.032
instance1864 0.001 0.027
instance1865 0.001 0.023
instance1866 0.001 0.025
instance1867 0.001 0.023
instance1868 0.001 0.021
instance1869 0.001 0.026
instance1870 0.001 0.038
instance1871 0.001 0.022
instance1872 0.001 0.022
instance1873 0.001 0.02
instance1874 0.001 0.018
instance1875 0.001 0.023
instance1876 0.001 0.033
instance1877 0.001 0.026
instance1878 0.001 0.026
instance1879 0.001 0.025
instance1880 0.001 0.022
instance1881 0.001 0.013
instance1882 0.001 0.009
instance1883 0.001 0.02
instance1884 0.001 0.016
instance1885 0.001 0.026
instance1886 0.001 0.031
instance1887 0.001 0.023
instance1888 0.001 0.026
instance1889 0.001 0.029
instance1890 0.001 0.021
instance1891 0.001 0.027
instance1892 0.001 0.024
instance1893 0.001 0.022
instance1894 0.001 0.026
instance1895 0.001 0.023
instance1896 0.001 0.02
instance1897 0.001 0.024
instance1898 0.001 0.033
instance1899 0.001 0.025
instance1900 0.001 0.019
instance1901 0.001 0.032
instance1902 0.001 0.037
instance1903 0.001 0.03
instance1904 0.001 0.016
instance1905 0.001 0.024
instance1906 0.001 0.019
instance1907 0.001 0.031
instance1908 0.001 0.023
instance1909 0.001 0.053
instance1910 0.001 0.012
instance1911 0.001 0.026
instance1912 0.001 0.024
instance1913 0.001 0.027
instance1914 0.001 0.02
instance1915 0.001 0.022
instance1916 0.001 0.019
instance1917 0.001 0.025
instance1918 0.001 0.043
instance1919 0.001 0.018
instance1920 0.001 0.018
instance1921 0.001 0.012
instance1922 0.001 0.041
instance1923 0.019 0.208
instance1924 0.011 0.295
instance1925 0.017 0.355
instance1926 0.013 0.205
instance1927 0.02 0.267
instance1928 0.017 0.272
instance1929 0.017 0.313
instance1930 0.013 0.341
instance1931 0.018 0.35
instance1932 0.016 0.189
instance1933 0.032 0.197
instance1934 0.012 0.342
instance1935 0.007 0.237
instance1936 0.02 0.294
instance1937 0.008 0.216
instance1938 0.016 0.217
instance1939 0.012 0.292
instance1940 0.008 0.23
instance1941 0.022 0.302
instance1942 0.008 0.303
instance1943 0.026 0.334
instance1944 0.025 0.327
instance1945 0.015 0.328
instance1946 0.019 0.299
instance1947 0.025 0.198
instance1948 0.015 0.334
instance1949 0.021 0.189
instance1950 0.014 0.368
instance1951 0.016 0.33
instance1952 0.014 0.368
instance1953 0.018 0.199
instance1954 0.01 0.401
instance1955 0.022 0.347
instance1956 0.007 0.314
instance1957 0.01 0.284
instance1958 0.009 0.412
instance1959 0.015 0.296
instance1960 0.014 0.389
instance1961 0.017 0.223
instance1962 0.014 0.244
instance1963 0.031 0.267
instance1964 0.019 0.284
instance1965 0.01 0.246
instance1966 0.019 0.358
instance1967 0.008 0.324
instance1968 0.007 0.24
instance1969 0.01 0.328
instance1970 0.032 0.412
instance1971 0.009 0.223
instance1972 0.017 0.279
instance1973 0.037 0.318
instance1974 0.019 0.198
instance1975 0.017 0.21
instance1976 0.013 0.264
instance1977 0.014 0.306
instance1978 0.022 0.286
instance1979 0.011 0.232
instance1980 0.007 0.24
instance1981 0.009 0.27
instance1982 0.014 0.384
instance1983 0.01 0.194
instance1984 0.027 0.282
instance1985 0.014 0.363
instance1986 0.013 0.289
instance1987 0.018 0.31
instance1988 0.016 0.359
instance1989 0.013 0.398
instance1990 0.008 0.42
instance1991 0.013 0.282
instance1992 0.009 0.244
instance1993 0.016 0.364
instance1994 0.014 0.347
instance1995 0.015 0.34
instance1996 0.012 0.359
instance1997 0.011 0.24
instance1998 0.012 0.164
instance1999 0.018 0.377
instance2000 0.019 0.213
instance2001 0.024 0.322
instance2002 0.018 0.32
instance2003 0.008 0.313
instance2004 0.02 0.317
instance2005 0.01 0.333
instance2006 0.014 0.356
instance2007 0.013 0.299
instance2008 0.012 0.323
instance2009 0.015 0.411
instance2010 0.014 0.252
instance2011 0.018 0.309
instance2012 0.008 0.336
instance2013 0.015 0.336
instance2014 0.012 0.281
instance2015 0.015 0.299
instance2016 0.015 0.183
instance2017 0.027 0.251
instance2018 0.01 0.259
instance2019 0.012 0.209
instance2020 0.017 0.323
instance2021 0.019 0.426
instance2022 0.02 0.258
instance2023 0.019 0.396
instance2024 0.024 0.4
instance2025 0.016 0.393
instance2026 0.019 0.332
instance2027 0.008 0.487
instance2028 0.017 0.42
instance2029 0.022 0.307
instance2030 0.012 0.251
instance2031 0.017 0.403
instance2032 0.018 0.299
instance2033 0.014 0.248
instance2034 0.009 0.221
instance2035 0.01 0.377
instance2036 0.013 0.471
instance2037 0.012 0.353
instance2038 0.018 0.241
instance2039 0.019 0.424
instance2040 0.008 0.481
instance2041 0.008 0.273
instance2042 0.015 0.213
instance2043 0.016 0.466
instance2044 0.012 0.343
instance2045 0.04 0.431
instance2046 0.018 0.425
instance2047 0.01 0.232
instance2048 0.017 0.244
instance2049 0.013 0.458
instance2050 0.018 0.135
instance2051 0.01 0.326
instance2052 0.015 0.386
instance2053 0.017 0.388
instance2054 0.022 0.268
instance2055 0.027 0.286
instance2056 0.019 0.154
instance2057 0.017 0.259
instance2058 0.012 0.259
instance2059 0.012 0.345
instance2060 0.013 0.362
instance2061 0.012 0.318
instance2062 0.01 0.485
instance2063 0.01 0.445
instance2064 0.01 0.265
instance2065 0.017 0.234
instance2066 0.021 0.225
instance2067 0.012 0.373
instance2068 0.021 0.49
instance2069 0.015 0.398
instance2070 0.012 0.452
instance2071 0.013 0.299
instance2072 0.014 0.332
instance2073 0.016 0.409
instance2074 0.011 0.424
instance2075 0.01 0.206
instance2076 0.015 0.248
instance2077 0.01 0.35
instance2078 0.018 0.21
instance2079 0.013 0.4
instance2080 0.036 0.244
instance2081 0.02 0.437
instance2082 0.014 0.258
instance2083 0.015 0.312
instance2084 0.017 0.346
instance2085 0.023 0.194
instance2086 0.013 0.375
instance2087 0.014 0.309
instance2088 0.02 0.376
instance2089 0.009 0.327
instance2090 0.02 0.338
instance2091 0.025 0.237
instance2092 0.012 0.47
instance2093 0.011 0.423
instance2094 0.012 0.467
instance2095 0.01 0.431
instance2096 0.009 0.334
instance2097 0.017 0.427
instance2098 0.028 0.34
instance2099 0.021 0.248
instance2100 0.018 0.35
instance2101 0.012 0.288
instance2102 0.017 0.451
instance2103 0.01 0.312
instance2104 0.017 0.373
instance2105 0.024 0.457
instance2106 0.016 0.375
instance2107 0.012 0.311
instance2108 0.015 0.287
instance2109 0.019 0.437
instance2110 0.023 0.287
instance2111 0.016 0.354
instance2112 0.008 0.362
instance2113 0.018 0.388
instance2114 0.009 0.412
instance2115 0.009 0.41
instance2116 0.011 0.379
instance2117 0.017 0.221
instance2118 0.013 0.368
instance2119 0.038 0.384
instance2120 0.024 0.343
instance2121 0.038 0.415
instance2122 0.018 0.459
instance2123 0.023 0.844
instance2124 0.028 0.827
instance2125 0.021 0.669
instance2126 0.029 0.86
instance2127 0.031 0.8
instance2128 0.027 0.712
instance2129 0.021 0.757
instance2130 0.025 0.755
instance2131 0.025 0.749
instance2132 0.024 0.915
instance2133 0.026 0.856
instance2134 0.028 0.786
instance2135 0.027 0.864
instance2136 0.025 1.03
instance2137 0.03 0.7
instance2138 0.021 0.967
instance2139 0.028 0.935
instance2140 0.02 0.957
instance2141 0.029 0.943
instance2142 0.02 0.884
instance2143 0.024 0.81
instance2144 0.026 0.906
instance2145 0.027 0.883
instance2146 0.019 0.849
instance2147 0.017 0.785
instance2148 0.024 1.023
instance2149 0.018 0.689
instance2150 0.029 1.117
instance2151 0.018 0.902
instance2152 0.021 0.82
instance2153 0.028 0.979
instance2154 0.027 0.785
instance2155 0.024 0.781
instance2156 0.038 0.786
instance2157 0.028 0.843
instance2158 0.023 1.078
instance2159 0.031 1.278
instance2160 0.029 0.965
instance2161 0.032 1.034
instance2162 0.027 1.018
instance2163 0.031 1.089
instance2164 0.032 1.19
instance2165 0.027 1.113
instance2166 0.031 1.087
instance2167 0.021 1.05
instance2168 0.027 1.288
instance2169 0.028 0.999
instance2170 0.026 1.535
instance2171 0.019 1.31
instance2172 0.025 1.524
instance2173 0.026 1.136
instance2174 0.02 1.175
instance2175 0.027 1.514
instance2176 0.029 1.493
instance2177 0.027 1.279
instance2178 0.026 1.537
instance2179 0.03 1.116
instance2180 0.023 1.17
instance2181 0.035 1.314
instance2182 0.027 0.866
instance2183 0.027 1.094
instance2184 0.03 1.059
instance2185 0.024 1.222
instance2186 0.028 1.019
instance2187 0.025 1.187
instance2188 0.023 1.315
instance2189 0.032 1.099
instance2190 0.022 1.169
instance2191 0.04 1.062
instance2192 0.033 1.021
instance2193 0.019 1.159
instance2194 0.025 1.102
instance2195 0.024 1.102
instance2196 0.037 1.384
instance2197 0.021 1.176
instance2198 0.03 0.898
instance2199 0.025 1.059
instance2200 0.02 1.273
instance2201 0.033 1.172
instance2202 0.029 1.982
instance2203 0.027 0.888
instance2204 0.032 1.324
instance2205 0.018 1.402
instance2206 0.025 1.502
instance2207 0.017 1.521
instance2208 0.022 1.546
instance2209 0.028 1.449
instance2210 0.022 1.346
instance2211 0.028 1.344
instance2212 0.019 1.683
instance2213 0.025 1.527
instance2214 0.024 1.188
