instance Boomer-SAT-W2 Boomer-MaxSAT
instance1139 0.001 0.005
instance1140 0.001 0.004
instance1141 0.001 0.005
instance1142 0.001 0.003
instance1143 0.001 0.005
instance1144 0.001 0.001
instance1145 0.001 0.005
instance1146 0.001 0.004
instance1147 0.001 0.003
instance1148 0.001 0.007
instance1149 0.001 0.006
instance1150 0.001 0.004
instance1151 0.001 0.005
instance1152 0.001 0.001
instance1153 0.001 0.002
instance1154 0.001 0.007
instance1155 0.001 0.003
instance1156 0.001 0.003
instance1157 0.001 0.009
instance1158 0.001 0.008
instance1159 0.001 0.005
instance1160 0.001 0.007
instance1161 0.001 0.003
instance1162 0.001 0.002
instance1163 0.001 0.001
instance1164 0.001 0.002
instance1165 0.001 0.003
instance1166 0.001 0.005
instance1167 0.001 0.007
instance1168 0.001 0.002
instance1169 0.001 0.003
instance1170 0.001 0.002
instance1171 0.001 0.005
instance1172 0.001 0.008
instance1173 0.001 0.002
instance1174 0.001 0.008
instance1175 0.001 0.002
instance1176 0.001 0.01
instance1177 0.001 0.003
instance1178 0.001 0.001
instance1179 0.001 0.003
instance1180 0.001 0.003
instance1181 0.001 0.005
instance1182 0.001 0.004
instance1183 0.001 0.007
instance1184 0.001 0.009
instance1185 0.001 0.007
instance1186 0.001 0.007
instance1187 0.001 0.005
instance1188 0.001 0.003
instance1189 0.001 0.004
instance1190 0.001 0.007
instance1191 0.001 0.003
instance1192 0.001 0.003
instance1193 0.001 0.006
instance1194 0.001 0.004
instance1195 0.001 0.007
instance1196 0.001 0.004
instance1197 0.001 0.001
instance1198 0.001 0.001
instance1199 0.001 0.003
instance1200 0.001 0.003
instance1201 0.001 0.003
instance1202 0.001 0.007
instance1203 0.001 0.005
instance1204 0.001 0.003
instance1205 0.001 0.006
instance1206 0.001 0.004
instance1207 0.001 0.003
instance1208 0.001 0.002
instance1209 0.001 0.003
instance1210 0.001 0.009
instance1211 0.001 0.002
instance1212 0.001 0.006
instance1213 0.001 0.002
instance1214 0.001 0.003
instance1215 0.001 0.007
instance1216 0.001 0.008
instance1217 0.021 0.142
instance1218 0.024 0.13
instance1219 0.036 0.098
instance1220 0.032 0.155
instance1221 0.027 0.108
instance1222 0.028 0.109
instance1223 0.022 0.118
instance1224 0.022 0.152
instance1225 0.019 0.096
instance1226 0.031 0.102
instance1227 0.021 0.145
instance1228 0.027 0.127
instance1229 0.016 0.153
instance1230 0.017 0.118
instance1231 0.028 0.12
instance1232 0.012 0.167
instance1233 0.02 0.15
instance1234 0.017 0.13
instance1235 0.016 0.11
instance1236 0.025 0.136
instance1237 0.018 0.136
instance1238 0.024 0.141
instance1239 0.021 0.099
instance1240 0.024 0.097
instance1241 0.017 0.135
instance1242 0.027 0.126
instance1243 0.022 0.16
instance1244 0.019 0.164
instance1245 0.016 0.089
instance1246 0.018 0.093
instance1247 0.02 0.133
instance1248 0.029 0.089
instance1249 0.02 0.133
instance1250 0.017 0.122
instance1251 0.028 0.148
instance1252 0.012 0.138
instance1253 0.018 0.088
instance1254 0.039 0.113
instance1255 0.022 0.113
instance1256 0.026 0.129
instance1257 0.027 0.132
instance1258 0.023 0.119
instance1259 0.043 0.117
instance1260 0.019 0.123
instance1261 0.03 0.104
instance1262 0.029 0.122
instance1263 0.013 0.119
instance1264 0.025 0.141
instance1265 0.023 0.135
instance1266 0.019 0.138
instance1267 0.019 0.129
instance1268 0.029 0.102
instance1269 0.016 0.134
instance1270 0.018 0.108
instance1271 0.018 0.105
instance1272 0.022 0.192
instance1273 0.017 0.096
instance1274 0.034 0.115
instance1275 0.028 0.115
instance1276 0.028 0.088
instance1277 0.033 0.105
instance1278 0.023 0.143
instance1279 0.036 0.125
instance1280 0.021 0.133
instance1281 0.029 0.123
instance1282 0.025 0.1
instance1283 0.021 0.11
instance1284 0.022 0.127
instance1285 0.022 0.104
instance1286 0.022 0.101
instance1287 0.03 0.141
instance1288 0.03 0.13
instance1289 0.021 0.127
instance1290 0.023 0.085
instance1291 0.028 0.091
instance1292 0.023 0.159
instance1293 0.04 0.142
instance1294 0.03 0.099
instance1295 0.016 0.153
instance1296 0.021 0.143
instance1297 0.019 0.112
instance1298 0.028 0.136
instance1299 0.019 0.132
instance1300 0.03 0.104
instance1301 0.032 0.092
instance1302 0.022 0.088
instance1303 0.024 0.112
instance1304 0.017 0.118
instance1305 0.018 0.129
instance1306 0.017 0.106
instance1307 0.025 0.126
instance1308 0.021 0.117
instance1309 0.016 0.11
instance1310 0.031 0.111
instance1311 0.011 0.116
instance1312 0.028 0.116
instance1313 0.025 0.104
instance1314 0.02 0.115
instance1315 0.033 0.111
instance1316 0.019 0.083
instance1317 0.017 0.116
instance1318 0.027 0.124
instance1319 0.026 0.093
instance1320 0.021 0.138
instance1321 0.034 0.082
instance1322 0.017 0.083
instance1323 0.03 0.137
instance1324 0.028 0.144
instance1325 0.04 0.126
instance1326 0.023 0.131
instance1327 0.032 0.134
instance1328 0.019 0.097
instance1329 0.021 0.102
instance1330 0.037 0.12
instance1331 0.019 0.11
instance1332 0.033 0.122
instance1333 0.021 0.135
instance1334 0.023 0.121
instance1335 0.028 0.094
instance1336 0.014 0.117
instance1337 0.027 0.101
instance1338 0.021 0.134
instance1339 0.027 0.099
instance1340 0.028 0.153
instance1341 0.018 0.096
instance1342 0.016 0.161
instance1343 0.021 0.11
instance1344 0.02 0.119
instance1345 0.034 0.108
instance1346 0.034 0.129
instance1347 0.019 0.104
instance1348 0.027 0.127
instance1349 0.028 0.143
instance1350 0.019 0.092
instance1351 0.025 0.165
instance1352 0.026 0.12
instance1353 0.021 0.083
instance1354 0.035 0.105
instance1355 0.025 0.147
instance1356 0.02 0.173
instance1357 0.033 0.112
instance1358 0.023 0.097
instance1359 0.014 0.106
instance1360 0.026 0.107
instance1361 0.02 0.092
instance1362 0.023 0.131
instance1363 0.026 0.096
instance1364 0.031 0.116
instance1365 0.019 0.104
instance1366 0.021 0.106
instance1367 0.039 0.082
instance1368 0.032 0.107
instance1369 0.034 0.143
instance1370 0.016 0.094
instance1371 0.019 0.124
instance1372 0.027 0.154
instance1373 0.022 0.103
instance1374 0.027 0.12
instance1375 0.017 0.099
instance1376 0.021 0.116
instance1377 0.035 0.124
instance1378 0.026 0.132
instance1379 0.025 0.144
instance1380 0.024 0.123
instance1381 0.021 0.144
instance1382 0.018 0.156
instance1383 0.033 0.094
instance1384 0.021 0.113
instance1385 0.016 0.131
instance1386 0.033 0.094
instance1387 0.021 0.13
instance1388 0.025 0.084
instance1389 0.028 0.113
instance1390 0.037 0.134
instance1391 0.037 0.147
instance1392 0.029 0.112
instance1393 0.026 0.132
instance1394 0.028 0.136
instance1395 0.014 0.132
instance1396 0.02 0.114
instance1397 0.03 0.119
instance1398 0.024 0.149
instance1399 0.024 0.125
instance1400 0.015 0.11
instance1401 0.028 0.127
instance1402 0.035 0.127
instance1403 0.011 0.111
instance1404 0.029 0.147
instance1405 0.022 0.147
instance1406 0.029 0.093
instance1407 0.025 0.102
instance1408 0.025 0.155
instance1409 0.025 0.113
instance1410 0.021 0.131
instance1411 0.013 0.093
instance1412 0.018 0.14
instance1413 0.018 0.132
instance1414 0.028 0.127
instance1415 0.03 0.104
instance1416 0.031 0.127
instance1417 0.001 0.001
instance1418 0.001 0.001
instance1419 0.001 0.001
instance1420 0.001 0.001
instance1421 0.001 0.001
instance1422 0.001 0.001
instance1423 0.001 0.001
instance1424 0.001 0.001
instance1425 0.001 0.001
instance1426 0.001 0.001
instance1427 0.001 0.001
instance1428 0.001 0.001
instance1429 0.001 0.001
instance1430 0.001 0.001
instance1431 0.001 0.001
instance1432 0.001 0.001
instance1433 0.001 0.001
instance1434 0.001 0.001
instance1435 0.001 0.001
instance1436 0.001 0.001
instance1437 0.001 0.001
instance1438 0.001 0.001
instance1439 0.001 0.001
instance1440 0.001 0.001
instance1441 0.001 0.001
instance1442 0.001 0.001
instance1443 0.001 0.001
instance1444 0.001 0.001
instance1445 0.001 0.001
instance1446 0.001 0.001
instance1447 0.001 0.001
instance1448 0.001 0.001
instance1449 0.001 0.001
instance1450 0.001 0.001
instance1451 0.001 0.001
instance1452 0.001 0.001
instance1453 0.001 0.001
instance1454 0.001 0.001
instance1455 0.001 0.001
instance1456 0.001 0.001
instance1457 0.001 0.001
instance1458 0.001 0.001
instance1459 0.001 0.001
instance1460 0.001 0.001
instance1461 0.001 0.001
instance1462 0.001 0.001
instance1463 0.001 0.001
instance1464 0.001 0.001
instance1465 0.001 0.001
instance1466 0.001 0.001
instance1467 0.001 0.001
instance1468 0.001 0.001
instance1469 0.001 0.001
instance1470 0.001 0.001
instance1471 0.001 0.001
instance1472 0.001 0.001
instance1473 0.001 0.001
instance1474 0.001 0.001
instance1475 0.001 0.001
instance1476 0.001 0.001
instance1477 0.001 0.001
instance1478 0.001 0.001
instance1479 0.001 0.001
instance1480 0.001 0.001
instance1481 0.001 0.001
instance1482 0.001 0.001
instance1483 0.001 0.001
instance1484 0.001 0.001
instance1485 0.001 0.001
instance1486 0.001 0.001
instance1487 0.001 0.001
instance1488 0.001 0.001
instance1489 0.001 0.001
instance1490 0.001 0.001
instance1491 0.001 0.001
instance1492 0.001 0.001
instance1493 0.001 0.001
instance1494 0.001 0.001
instance1495 0.001 0.001
instance1496 0.001 0.001
instance1497 0.001 0.001
instance1498 0.001 0.001
instance1499 0.001 0.001
instance1500 0.001 0.001
instance1501 0.001 0.001
instance1502 0.001 0.001
instance1503 0.001 0.001
instance1504 0.001 0.001
instance1505 0.001 0.001
instance1506 0.001 0.001
instance1507 0.001 0.001
instance1508 0.001 0.001
instance1509 0.001 0.001
instance1510 0.001 0.001
instance1511 0.001 0.001
instance1512 0.001 0.001
instance1513 0.001 0.001
instance1514 0.001 0.001
instance1515 0.001 0.001
instance1516 0.001 0.001
instance1517 0.001 0.001
instance1518 0.001 0.001
instance1519 0.001 0.001
instance1520 0.001 0.001
instance1521 0.001 0.001
instance1522 0.001 0.001
instance1523 0.006 0.059
instance1524 0.011 0.057
instance1525 0.011 0.059
instance1526 0.005 0.046
instance1527 0.016 0.054
instance1528 0.017 0.055
instance1529 0.004 0.047
instance1530 0.015 0.062
instance1531 0.013 0.064
instance1532 0.01 0.046
instance1533 0.011 0.052
instance1534 0.013 0.069
instance1535 0.009 0.059
instance1536 0.017 0.064
instance1537 0.016 0.062
instance1538 0.004 0.051
instance1539 0.009 0.053
instance1540 0.008 0.051
instance1541 0.008 0.07
instance1542 0.018 0.059
instance1543 0.014 0.07
instance1544 0.008 0.049
instance1545 0.008 0.058
instance1546 0.005 0.055
instance1547 0.01 0.058
instance1548 0.013 0.067
instance1549 0.004 0.045
instance1550 0.009 0.06
instance1551 0.003 0.051
instance1552 0.014 0.073
instance1553 0.014 0.058
instance1554 0.003 0.05
instance1555 0.003 0.05
instance1556 0.015 0.066
instance1557 0.012 0.05
instance1558 0.009 0.051
instance1559 0.006 0.054
instance1560 0.019 0.068
instance1561 0.005 0.06
instance1562 0.004 0.048
instance1563 0.015 0.057
instance1564 0.011 0.056
instance1565 0.01 0.041
instance1566 0.016 0.074
instance1567 0.014 0.054
instance1568 0.007 0.045
instance1569 0.007 0.058
instance1570 0.012 0.065
instance1571 0.005 0.056
instance1572 0.003 0.045
instance1573 0.005 0.048
instance1574 0.014 0.064
instance1575 0.008 0.057
instance1576 0.008 0.054
instance1577 0.011 0.062
instance1578 0.01 0.066
instance1579 0.004 0.05
instance1580 0.008 0.049
instance1581 0.006 0.053
instance1582 0.015 0.075
instance1583 0.005 0.065
instance1584 0.016 0.068
instance1585 0.012 0.059
instance1586 0.003 0.045
instance1587 0.007 0.062
instance1588 0.011 0.068
instance1589 0.008 0.059
instance1590 0.006 0.054
instance1591 0.012 0.059
instance1592 0.01 0.071
instance1593 0.012 0.053
instance1594 0.003 0.049
instance1595 0.013 0.069
instance1596 0.016 0.055
instance1597 0.004 0.047
instance1598 0.007 0.067
instance1599 0.008 0.062
instance1600 0.005 0.045
instance1601 0.011 0.071
instance1602 0.017 0.064
instance1603 0.006 0.05
instance1604 0.011 0.051
instance1605 0.011 0.059
instance1606 0.009 0.056
instance1607 0.003 0.053
instance1608 0.011 0.07
instance1609 0.003 0.046
instance1610 0.014 0.073
instance1611 0.018 0.044
instance1612 0.01 0.082
instance1613 0.01 0.048
instance1614 0.015 0.053
instance1615 0.003 0.052
instance1616 0.005 0.049
instance1617 0.014 0.057
instance1618 0.009 0.049
instance1619 0.005 0.039
instance1620 0.01 0.064
instance1621 0.01 0.059
instance1622 0.015 0.06
instance1623 0.011 0.066
instance1624 0.003 0.051
instance1625 0.004 0.047
instance1626 0.014 0.058
instance1627 0.011 0.064
instance1628 0.011 0.055
instance1629 0.009 0.066
instance1630 0.004 0.049
instance1631 0.007 0.037
instance1632 0.011 0.063
instance1633 0.009 0.067
instance1634 0.012 0.062
instance1635 0.005 0.043
instance1636 0.011 0.055
instance1637 0.003 0.047
instance1638 0.01 0.056
instance1639 0.004 0.05
instance1640 0.01 0.066
instance1641 0.009 0.059
instance1642 0.004 0.047
instance1643 0.013 0.054
instance1644 0.018 0.054
instance1645 0.021 0.063
instance1646 0.01 0.069
instance1647 0.008 0.072
instance1648 0.005 0.055
instance1649 0.01 0.06
instance1650 0.007 0.063
instance1651 0.004 0.049
instance1652 0.008 0.061
instance1653 0.007 0.063
instance1654 0.017 0.063
instance1655 0.012 0.062
instance1656 0.008 0.054
instance1657 0.007 0.06
instance1658 0.02 0.068
instance1659 0.004 0.043
instance1660 0.01 0.061
instance1661 0.004 0.049
instance1662 0.008 0.062
instance1663 0.008 0.075
instance1664 0.004 0.045
instance1665 0.009 0.055
instance1666 0.008 0.067
instance1667 0.003 0.042
instance1668 0.009 0.047
instance1669 0.008 0.059
instance1670 0.014 0.073
instance1671 0.006 0.049
instance1672 0.018 0.068
instance1673 0.014 0.065
instance1674 0.003 0.039
instance1675 0.01 0.058
instance1676 0.005 0.061
instance1677 0.01 0.063
instance1678 0.014 0.06
instance1679 0.005 0.047
instance1680 0.018 0.065
instance1681 0.011 0.067
instance1682 0.005 0.045
instance1683 0.007 0.047
instance1684 0.01 0.055
instance1685 0.004 0.06
instance1686 0.003 0.056
instance1687 0.008 0.061
instance1688 0.004 0.051
instance1689 0.008 0.072
instance1690 0.007 0.05
instance1691 0.008 0.048
instance1692 0.014 0.062
instance1693 0.012 0.059
instance1694 0.009 0.069
instance1695 0.006 0.053
instance1696 0.008 0.067
instance1697 0.008 0.073
instance1698 0.008 0.064
instance1699 0.01 0.048
instance1700 0.009 0.058
instance1701 0.013 0.075
instance1702 0.016 0.064
instance1703 0.011 0.073
instance1704 0.009 0.057
instance1705 0.007 0.048
instance1706 0.004 0.051
instance1707 0.003 0.041
instance1708 0.005 0.052
instance1709 0.006 0.052
instance1710 0.011 0.057
instance1711 0.006 0.046
instance1712 0.01 0.058
instance1713 0.007 0.056
instance1714 0.005 0.068
instance1715 0.009 0.064
instance1716 0.005 0.057
instance1717 0.009 0.066
instance1718 0.01 0.057
instance1719 0.009 0.056
instance1720 0.008 0.05
instance1721 0.004 0.052
instance1722 0.009 0.054
instance1723 0.001 0.006
instance1724 0.001 0.005
instance1725 0.001 0.006
instance1726 0.001 0.007
instance1727 0.001 0.007
instance1728 0.001 0.005
instance1729 0.001 0.005
instance1730 0.001 0.005
instance1731 0.001 0.006
instance1732 0.001 0.006
instance1733 0.001 0.005
instance1734 0.001 0.006
instance1735 0.001 0.005
instance1736 0.001 0.005
instance1737 0.001 0.005
instance1738 0.001 0.005
instance1739 0.001 0.006
instance1740 0.001 0.005
instance1741 0.001 0.006
instance1742 0.001 0.005
instance1743 0.001 0.005
instance1744 0.001 0.005
instance1745 0.001 0.005
instance1746 0.001 0.006
instance1747 0.001 0.007
instance1748 0.001 0.005
instance1749 0.001 0.005
instance1750 0.001 0.005
instance1751 0.001 0.005
instance1752 0.001 0.006
instance1753 0.001 0.007
instance1754 0.001 0.006
instance1755 0.001 0.006
instance1756 0.001 0.006
instance1757 0.001 0.007
instance1758 0.001 0.005
instance1759 0.001 0.006
instance1760 0.001 0.005
instance1761 0.001 0.006
instance1762 0.001 0.005
instance1763 0.001 0.005
instance1764 0.001 0.006
instance1765 0.001 0.006
instance1766 0.001 0.006
instance1767 0.001 0.006
instance1768 0.001 0.006
instance1769 0.001 0.006
instance1770 0.001 0.006
instance1771 0.001 0.005
instance1772 0.001 0.005
instance1773 0.001 0.005
instance1774 0.001 0.005
instance1775 0.001 0.007
instance1776 0.001 0.005
instance1777 0.001 0.006
instance1778 0.001 0.007
instance1779 0.001 0.006
instance1780 0.001 0.005
instance1781 0.001 0.006
instance1782 0.001 0.005
instance1783 0.001 0.005
instance1784 0.001 0.005
instance1785 0.001 0.005
instance1786 0.001 0.006
instance1787 0.001 0.008
instance1788 0.001 0.005
instance1789 0.001 0.007
instance1790 0.001 0.006
instance1791 0.001 0.009
instance1792 0.001 0.006
instance1793 0.001 0.006
instance1794 0.001 0.006
instance1795 0.001 0.005
instance1796 0.001 0.005
instance1797 0.001 0.005
instance1798 0.001 0.006
instance1799 0.001 0.005
instance1800 0.001 0.005
instance1801 0.001 0.005
instance1802 0.001 0.006
instance1803 0.001 0.005
instance1804 0.001 0.005
instance1805 0.001 0.006
instance1806 0.001 0.005
instance1807 0.001 0.005
instance1808 0.001 0.006
instance1809 0.001 0.005
instance1810 0.001 0.005
instance1811 0.001 0.005
instance1812 0.001 0.006
instance1813 0.001 0.006
instance1814 0.001 0.005
instance1815 0.001 0.006
instance1816 0.001 0.005
instance1817 0.001 0.005
instance1818 0.001 0.005
instance1819 0.001 0.007
instance1820 0.001 0.005
instance1821 0.001 0.005
instance1822 0.001 0.005
instance1823 0.001 0.006
instance1824 0.001 0.007
instance1825 0.001 0.006
instance1826 0.001 0.006
instance1827 0.001 0.006
instance1828 0.001 0.005
instance1829 0.001 0.005
instance1830 0.001 0.007
instance1831 0.001 0.005
instance1832 0.001 0.005
instance1833 0.001 0.006
instance1834 0.001 0.008
instance1835 0.001 0.006
instance1836 0.001 0.005
instance1837 0.001 0.006
instance1838 0.001 0.007
instance1839 0.001 0.005
instance1840 0.001 0.006
instance1841 0.001 0.006
instance1842 0.001 0.005
instance1843 0.001 0.005
instance1844 0.001 0.01
instance1845 0.001 0.006
instance1846 0.001 0.008
instance1847 0.001 0.006
instance1848 0.001 0.005
instance1849 0.001 0.007
instance1850 0.001 0.005
instance1851 0.001 0.007
instance1852 0.001 0.006
instance1853 0.001 0.006
instance1854 0.001 0.007
instance1855 0.001 0.006
instance1856 0.001 0.005
instance1857 0.001 0.005
instance1858 0.001 0.005
instance1859 0.001 0.006
instance1860 0.001 0.006
instance1861 0.001 0.005
instance1862 0.001 0.006
instance1863 0.001 0.005
instance1864 0.001 0.006
instance1865 0.001 0.006
instance1866 0.001 0.006
instance1867 0.001 0.005
instance1868 0.001 0.005
instance1869 0.001 0.008
instance1870 0.001 0.006
instance1871 0.001 0.005
instance1872 0.001 0.005
instance1873 0.001 0.005
instance1874 0.001 0.005
instance1875 0.001 0.005
instance1876 0.001 0.006
instance1877 0.001 0.005
instance1878 0.001 0.005
instance1879 0.001 0.007
instance1880 0.001 0.006
instance1881 0.001 0.005
instance1882 0.001 0.005
instance1883 0.001 0.006
instance1884 0.001 0.006
instance1885 0.001 0.006
instance1886 0.001 0.005
instance1887 0.001 0.005
instance1888 0.001 0.005
instance1889 0.001 0.006
instance1890 0.001 0.005
instance1891 0.001 0.006
instance1892 0.001 0.005
instance1893 0.001 0.006
instance1894 0.001 0.007
instance1895 0.001 0.005
instance1896 0.001 0.006
instance1897 0.001 0.006
instance1898 0.001 0.005
instance1899 0.001 0.005
instance1900 0.001 0.005
instance1901 0.001 0.006
instance1902 0.001 0.006
instance1903 0.001 0.007
instance1904 0.001 0.005
instance1905 0.001 0.005
instance1906 0.001 0.005
instance1907 0.001 0.008
instance1908 0.001 0.006
instance1909 0.001 0.005
instance1910 0.001 0.005
instance1911 0.001 0.005
instance1912 0.001 0.008
instance1913 0.001 0.005
instance1914 0.001 0.005
instance1915 0.001 0.005
instance1916 0.001 0.005
instance1917 0.001 0.005
instance1918 0.001 0.005
instance1919 0.001 0.005
instance1920 0.001 0.005
instance1921 0.001 0.005
instance1922 0.001 0.005
instance1923 0.019 0.024
instance1924 0.011 0.026
instance1925 0.017 0.024
instance1926 0.013 0.022
instance1927 0.02 0.024
instance1928 0.017 0.021
instance1929 0.017 0.035
instance1930 0.013 0.02
instance1931 0.018 0.019
instance1932 0.016 0.014
instance1933 0.032 0.013
instance1934 0.012 0.019
instance1935 0.007 0.019
instance1936 0.02 0.024
instance1937 0.008 0.021
instance1938 0.016 0.026
instance1939 0.012 0.025
instance1940 0.008 0.028
instance1941 0.022 0.02
instance1942 0.008 0.018
instance1943 0.026 0.021
instance1944 0.025 0.024
instance1945 0.015 0.021
instance1946 0.019 0.019
instance1947 0.025 0.024
instance1948 0.015 0.018
instance1949 0.021 0.015
instance1950 0.014 0.022
instance1951 0.016 0.026
instance1952 0.014 0.024
instance1953 0.018 0.023
instance1954 0.01 0.018
instance1955 0.022 0.024
instance1956 0.007 0.021
instance1957 0.01 0.017
instance1958 0.009 0.019
instance1959 0.015 0.026
instance1960 0.014 0.027
instance1961 0.017 0.019
instance1962 0.014 0.031
instance1963 0.031 0.018
instance1964 0.019 0.025
instance1965 0.01 0.027
instance1966 0.019 0.022
instance1967 0.008 0.013
instance1968 0.007 0.02
instance1969 0.01 0.024
instance1970 0.032 0.026
instance1971 0.009 0.025
instance1972 0.017 0.021
instance1973 0.037 0.014
instance1974 0.019 0.023
instance1975 0.017 0.026
instance1976 0.013 0.018
instance1977 0.014 0.018
instance1978 0.022 0.02
instance1979 0.011 0.023
instance1980 0.007 0.027
instance1981 0.009 0.023
instance1982 0.014 0.02
instance1983 0.01 0.023
instance1984 0.027 0.021
instance1985 0.014 0.023
instance1986 0.013 0.019
instance1987 0.018 0.027
instance1988 0.016 0.024
instance1989 0.013 0.024
instance1990 0.008 0.016
instance1991 0.013 0.022
instance1992 0.009 0.022
instance1993 0.016 0.016
instance1994 0.014 0.027
instance1995 0.015 0.02
instance1996 0.012 0.013
instance1997 0.011 0.012
instance1998 0.012 0.023
instance1999 0.018 0.023
instance2000 0.019 0.031
instance2001 0.024 0.026
instance2002 0.018 0.024
instance2003 0.008 0.018
instance2004 0.02 0.017
instance2005 0.01 0.022
instance2006 0.014 0.021
instance2007 0.013 0.026
instance2008 0.012 0.019
instance2009 0.015 0.019
instance2010 0.014 0.018
instance2011 0.018 0.027
instance2012 0.008 0.019
instance2013 0.015 0.022
instance2014 0.012 0.015
instance2015 0.015 0.02
instance2016 0.015 0.019
instance2017 0.027 0.025
instance2018 0.01 0.022
instance2019 0.012 0.021
instance2020 0.017 0.022
instance2021 0.019 0.014
instance2022 0.02 0.022
instance2023 0.019 0.019
instance2024 0.024 0.025
instance2025 0.016 0.028
instance2026 0.019 0.03
instance2027 0.008 0.022
instance2028 0.017 0.012
instance2029 0.022 0.027
instance2030 0.012 0.022
instance2031 0.017 0.021
instance2032 0.018 0.024
instance2033 0.014 0.025
instance2034 0.009 0.021
instance2035 0.01 0.024
instance2036 0.013 0.024
instance2037 0.012 0.024
instance2038 0.018 0.031
instance2039 0.019 0.026
instance2040 0.008 0.017
instance2041 0.008 0.022
instance2042 0.015 0.03
instance2043 0.016 0.022
instance2044 0.012 0.025
instance2045 0.04 0.039
instance2046 0.018 0.019
instance2047 0.01 0.017
instance2048 0.017 0.021
instance2049 0.013 0.02
instance2050 0.018 0.017
instance2051 0.01 0.023
instance2052 0.015 0.017
instance2053 0.017 0.015
instance2054 0.022 0.029
instance2055 0.027 0.024
instance2056 0.019 0.023
instance2057 0.017 0.019
instance2058 0.012 0.02
instance2059 0.012 0.017
instance2060 0.013 0.021
instance2061 0.012 0.025
instance2062 0.01 0.016
instance2063 0.01 0.022
instance2064 0.01 0.019
instance2065 0.017 0.021
instance2066 0.021 0.02
instance2067 0.012 0.028
instance2068 0.021 0.022
instance2069 0.015 0.022
instance2070 0.012 0.034
instance2071 0.013 0.026
instance2072 0.014 0.036
instance2073 0.016 0.027
instance2074 0.011 0.034
instance2075 0.01 0.021
instance2076 0.015 0.033
instance2077 0.01 0.019
instance2078 0.018 0.02
instance2079 0.013 0.019
instance2080 0.036 0.025
instance2081 0.02 0.016
instance2082 0.014 0.03
instance2083 0.015 0.021
instance2084 0.017 0.023
instance2085 0.023 0.02
instance2086 0.013 0.021
instance2087 0.014 0.021
instance2088 0.02 0.023
instance2089 0.009 0.018
instance2090 0.02 0.024
instance2091 0.025 0.025
instance2092 0.012 0.019
instance2093 0.011 0.017
instance2094 0.012 0.021
instance2095 0.01 0.023
instance2096 0.009 0.024
instance2097 0.017 0.02
instance2098 0.028 0.022
instance2099 0.021 0.029
instance2100 0.018 0.022
instance2101 0.012 0.023
instance2102 0.017 0.017
instance2103 0.01 0.025
instance2104 0.017 0.02
instance2105 0.024 0.019
instance2106 0.016 0.021
instance2107 0.012 0.021
instance2108 0.015 0.02
instance2109 0.019 0.022
instance2110 0.023 0.034
instance2111 0.016 0.028
instance2112 0.008 0.036
instance2113 0.018 0.028
instance2114 0.009 0.028
instance2115 0.009 0.015
instance2116 0.011 0.022
instance2117 0.017 0.013
instance2118 0.013 0.019
instance2119 0.038 0.024
instance2120 0.024 0.02
instance2121 0.038 0.018
instance2122 0.018 0.019
instance2123 0.023 0.041
instance2124 0.028 0.041
instance2125 0.021 0.033
instance2126 0.029 0.031
instance2127 0.031 0.051
instance2128 0.027 0.042
instance2129 0.021 0.029
instance2130 0.025 0.036
instance2131 0.025 0.032
instance2132 0.024 0.031
instance2133 0.026 0.032
instance2134 0.028 0.046
instance2135 0.027 0.04
instance2136 0.025 0.041
instance2137 0.03 0.058
instance2138 0.021 0.032
instance2139 0.028 0.045
instance2140 0.02 0.03
instance2141 0.029 0.049
instance2142 0.02 0.032
instance2143 0.024 0.047
instance2144 0.026 0.043
instance2145 0.027 0.052
instance2146 0.019 0.037
instance2147 0.017 0.024
instance2148 0.024 0.038
instance2149 0.018 0.029
instance2150 0.029 0.039
instance2151 0.018 0.038
instance2152 0.021 0.044
instance2153 0.028 0.046
instance2154 0.027 0.047
instance2155 0.024 0.047
instance2156 0.038 0.051
instance2157 0.028 0.051
instance2158 0.023 0.033
instance2159 0.031 0.039
instance2160 0.029 0.048
instance2161 0.032 0.051
instance2162 0.027 0.03
instance2163 0.031 0.053
instance2164 0.032 0.053
instance2165 0.027 0.058
instance2166 0.031 0.05
instance2167 0.021 0.033
instance2168 0.027 0.059
instance2169 0.028 0.053
instance2170 0.026 0.033
instance2171 0.019 0.026
instance2172 0.025 0.042
instance2173 0.026 0.041
instance2174 0.02 0.047
instance2175 0.027 0.029
instance2176 0.029 0.038
instance2177 0.027 0.037
instance2178 0.026 0.043
instance2179 0.03 0.038
instance2180 0.023 0.047
instance2181 0.035 0.035
instance2182 0.027 0.049
instance2183 0.027 0.065
instance2184 0.03 0.052
instance2185 0.024 0.038
instance2186 0.028 0.049
instance2187 0.025 0.028
instance2188 0.023 0.026
instance2189 0.032 0.067
instance2190 0.022 0.036
instance2191 0.04 0.054
instance2192 0.033 0.035
instance2193 0.019 0.031
instance2194 0.025 0.045
instance2195 0.024 0.028
instance2196 0.037 0.033
instance2197 0.021 0.037
instance2198 0.03 0.054
instance2199 0.025 0.054
instance2200 0.02 0.037
instance2201 0.033 0.05
instance2202 0.029 0.039
instance2203 0.027 0.052
instance2204 0.032 0.034
instance2205 0.018 0.029
instance2206 0.025 0.035
instance2207 0.017 0.036
instance2208 0.022 0.039
instance2209 0.028 0.032
instance2210 0.022 0.025
instance2211 0.028 0.038
instance2212 0.019 0.029
